arm,feature,c,prompt_idx,prompt,text,logppl,logppl_shuf,prompt_dependence,keyword_hit,sae_act,rep4
naive,18537,0.0,17,As the average cost of a Toronto-,"area taxi doesn't change every year, more than 130 taxis are sitting under the Halifax surveillance system for over a dozen years. And thanks to new questions about the city's smart meter system by the Toronto Public Transit Commission, these powerful odometers",3.830122947692871,,,0.0,0.0,0.0
naive,18537,0.0,18,Correction: This raid took place in March,", and the raid still doesn't contain Iron Man posters. The page has since been taken down.

After several weeks of domestic policy controversy, the United States House of Representatives passed a bill on Capitol Hill that would allow to the National",3.1120617389678955,,,1.0,0.09161892533302307,0.0
naive,18537,0.0,19,Get the biggest daily stories by email Subscribe," Thank you for subscribing We have more newsletters Show me See our privacy notice Could not subscribe, try again later Invalid Email

A married couple in the US face looming legal issues after BuzzFeed fired 1.6 million anti-abortion statements.
",2.468439817428589,,,0.0,0.0,0.0
naive,18537,0.0,20,Today I moved a bunch of projects over," to Vidoo, and found one for my youtube channel — June's email service. That will hopefully be an archive of the changes made this summer. I'm not exactly well-rested, and it gives me time to update my blog",3.7596566677093506,,,0.0,0.0,0.0
naive,18537,0.0,21,Google's is pouring money into Magic Leap," — valued at $370 billion.

In a memo to its investors Thursday, the tech giant noted that it is opening a $325 million-a-year manufacturing facility in Oakland, Calif., with a major focus on a project that",2.6399528980255127,,,0.0,0.0,0.0
naive,18537,0.0,22,"MILLBURN, N.J",". — For more than 60 years, Ed Orgeron and Patrick Kennedy had done close to nothing. But they were remembered in large part because they were both among the four Presidents who were convicted — during their entire first term in office —",3.2979938983917236,,,0.0,0.0,0.0
naive,18537,0.0,23,Growing up comes with plenty of intense emotion,". For critics and novices alike, expressing emotions is something that really sets you apart from others. But rising out of a room feels like a different day.

Above all else, what sets you apart from others is that you",2.899027109146118,,,0.0,0.0,0.027027027027026973
naive,18537,0.0,24,"Buy Photo Joe Hansley (25),"," Assistant State's Coordinator for which he coordinates corrections and outreach, functions in Raleigh for The News and Record. (Photo: Todd McInturff / The News Journal)Buy Photo

Raleigh, N.C., On Tuesday, Mar",3.748112440109253,,,0.0,0.0,0.0
naive,18537,0.0,25,Studies show that women are more likely to," stay early in the perinatal period than men in the socioeconomic and legal breakdown of marriage. Existing studies have found that almost 100,000 pregnancies in the United States are terminated prematurely each year due to sex discrimination or due to inadequate protection",3.2690422534942627,,,0.0,0.0,0.0
naive,18537,0.0,26,Get the biggest politics stories by email Subscribe," Thank you for subscribing We have more newsletters Show me See our privacy notice Could not subscribe, try again later Invalid Email

Labour councillor Katy Habsburg is a Christian and the guilty party cheat of royalty.

The suspect admitted draining",3.0798048973083496,,,0.0,0.0,0.0
naive,18537,0.0,27,"IN A rare move, China has reportedly"," created a haven for the very losers. This simple decision illustrates a crucial difference between Western and Chinese society: Western societies are deeply disconnected from the Maoists, who are committed to outlawing Che and later marrying Mao in order to regulate, and",4.034326076507568,,,0.0,0.0,0.0
naive,18537,0.0,28,New eMarketer report examines best practices," for following individual vendor data using analysis of dynamic and conservative vertical disclosures.

Here are today's last few key voting patterns among the AFL-CIO's affiliate systems:

Tennessee Only

Voting Issues Leading To Victory",4.79356050491333,,,0.0,0.0,0.0
naive,18537,0.0,29,"MSI, world leading in motherboards",", will share cost data with the press in early November, as part of a push to keep us happy. With the release of the new Google Pixel XL, Google products are finally being kept fresh and clear, while the manufacturer remains well stocked",3.5452094078063965,4.158966064453125,0.6137566566467285,0.0,0.0,0.0
naive,18537,0.5,0,"Fifteen years ago this week, President"," Obama repeatedly made it clear that he preferred people from Darfur and Somalia to refugees and refugees from war zones like Iraq. Despite the atrocities in Northern Iraq and the continued use of such people and groups, he was confident that his administration would be",3.0949530601501465,,,0.0,0.0,0.0
naive,18537,0.5,1,After a pre-season speech in which," he was asked about contract talks for a junior figure in Tom D'Asolo's absence, the captain also admitted what he has read on Twitter by many is a possibility there.

Weltges Germany claims German international right-back",4.847423553466797,,,0.0,0.0,0.0
naive,18537,0.5,2,When people say Nile Rodgers has worked with," people from all over Australia, to his unveiling as UN ambassador, we can assume that he'd return their respectful praise. From cricketing history to multiculturalism, it must have been a taut cell this time.

""Dumping",4.20570182800293,,,0.0,0.0,0.0
naive,18537,0.5,3,Hillary Clinton has reestablished her advantage over," Bernie Sanders as more and more people have come to their senses about the nominating process.

And so there it is to consider: if you went from being an awkward, awkward person who could actually listen to a large crowd of supporters while",3.2273502349853516,,,0.0,0.0,0.0
naive,18537,0.5,4,November auction will be test of Detroit commercial," leasing…

In the months to come, the Detroit Fire Department's online auction service, Maximum Looser, will host half of the code being used to sell ephemeral technology that helps to make high-density residential ""building zones",4.255157470703125,,,0.0,0.0,0.0
naive,18537,0.5,5,Every week we shine a light on the," fascinating research between police forces to fuel a referendum on a bailout and the State's attitudes towards reforms to the private sector.

A Informatica article on economic competence was published in July 2017. It implies that potential creditors should be encouraged",4.431416034698486,,,0.0,0.0,0.0
naive,18537,0.5,6,Image copyright Getty Images Image caption The show," debuted on MTV in 2016

The coming ""Kiss Me"" season introduced viewers to a new series of KFF records and some of music's most revered of 'nifty collaborators.

Beyonce's younger sister, queen Y",4.205882549285889,,,0.0,0.0,0.0
naive,18537,0.5,7,"Last month, Greedhead rapper Lak","osimia B. Brown told his listeners on her Tumblr channel, published in December 2015, that she wishes for Eddy ""expect n****r"" Ozzy to inject him with his time, money, and time to become herself",4.631186008453369,,,0.0,0.0,0.0
naive,18537,0.5,8,This is the second article in a series, of posts on sequential sequential sequential block timing (SCT). The previous two articles stated that sequential block timing is an exception and software like ADD (Adafruit Corporation) is one of the most challenging physical limits many platforms can use for,4.6865434646606445,,,0.0,0.0024683387018740177,0.0
naive,18537,0.5,9,"A curious business, and one for which",", in its turn, few know more than themselves. Only a few days ago it was less than fifty miles away in Louisiana. On that basis, the businessman-gatherer group Pembina International of North America received an invitation to use",3.6205554008483887,4.107341766357422,0.4867863655090332,0.0,0.0,0.0
naive,18537,0.5,10,"BIRMINGHAM, Ala. (","AP) -- Alabama quarterback Christian McCaffrey has every reason to worry about making the Cardinals' starting job take the leap this season.

With the damage injury and uncertainty surrounding the starting job during the bye week, McCaffrey faces",2.927447557449341,,,0.0,0.0,0.0
naive,18537,0.5,11,"Image caption The article suggested: ""They"," will find [depressing] absenteeism"".

The BBC's Madeline Thompson reports that some levels of depression go unnoticed for longer.

""It's not difficult to see where it may need to go,"" says Harriet Dezz",3.518042802810669,,,0.0,0.0,0.0
naive,18537,0.5,12,Oscar may go free because of pics," of magicians.

Oscar and his daughter, Alexis, and the magician Miriam have presented pictures of about the same size magicians.

Scroll down for video

Margot herself going free, Blake sitting at her",3.737943172454834,4.375955581665039,0.6380124092102051,0.0,0.0,0.0
naive,18537,0.5,13,The Thammasat University massacre (,"images) via Xinhua, Xinhua News Agency

By Football Italia staff

Updated 13 May 2016 09:50am

Maestro Anieda admitted to questioning his students, photo school students, and match players during",4.1738433837890625,,,0.0,0.0,0.0
naive,18537,0.5,14,He might not have the No. 1," and 2 U.S. spinoffs of Jones but he did wear out everyone in the second half in three states, including Great Lakes State as a defensive midfielder and Appalachian State of Kansas both finishing the season with 32,425 yards and 13",4.204076766967773,4.692857265472412,0.48878049850463867,0.0,0.0,0.0
naive,18537,0.5,15,Debian GNU/Linux 6.0,+ Release Notes: This is binary data. '.mdl' is broken and may not work in most cases... Document Format: ABS 2006-8-18 64-byte integer. Documentation is here (a minor error) Only SSL,5.036938190460205,,,0.0,0.0,0.0
naive,18537,0.5,16,The US Department of Defense is calling for," an end to drone strikes in Yemen following the fall of the fundamentalist Houthi rebels that crippled the country's economy.

Details on the three strikes were released after a separate secretary of state evaluation report revealed how the US and the international community",2.8751471042633057,,,0.0,0.0,0.0
naive,18537,0.5,17,As the average cost of a Toronto-,"area cellphone loan increased by nearly $1,000 this year, Progressive Conservative Premier Kathleen Wynne laid out details of a loan affordability adjustment plan that would apply only to those eligible for free housing by their homes.

Their figure was submitted to",3.364131212234497,,,0.0,0.0,0.0
naive,18537,0.5,18,Correction: This raid took place in March,", and the raid itself was confirmed to have been a 'false flag' operation by the Philippine military. During the March 24 raid, around 35,000 counterterror officials were led to the Martial Law building to secure a security zone for black",3.27699875831604,,,0.0,0.0,0.0
naive,18537,0.5,19,Get the biggest daily stories by email Subscribe," Thank you for subscribing We have more newsletters Show me See our privacy notice Could not subscribe, try again later Invalid Email

Sydney girl child who left him to his human foetus has collapsed in his wheelchair after an autopsy revealed she",2.7320444583892822,,,0.0,0.0,0.0
naive,18537,0.5,20,Today I moved a bunch of projects over, to Vidionize Labs and one of them is a driver of file streaming by CSS3 manipulation. The Class view component actually runs on the browser and we must pass out the following JavaScript along: block: { entry { this.entry .,5.06337833404541,,,0.0,0.0,0.0
naive,18537,0.5,21,Google's is pouring money into Magic Leap," — valued at $370 million.

In an industry event Wednesday, Google's CEO Larry Page discussed the opportunity for Magic Leap to ""reach beyond AI,"" by allowing users to swap pictures and talk with them over internet networks.

",3.321301221847534,,,1.0,0.41837310791015625,0.0
naive,18537,0.5,22,"MILLBURN, N.J",". — For more than 60 years, Ed Orgeron and Patrick Kennedy had a close relative.

About 65,000 people cross the Norfolk Channel every year, and more than 200 children — most of them family members — are born",3.2846381664276123,,,0.0,0.0,0.0
naive,18537,0.5,23,Growing up comes with plenty of intense emotion,". For critics to ban it, for this reason alone is it's not surprising. Especially when you consider Bruce Willis, for instance, to be a uniquely painful contributor to ALL THINGS GO WRONG WITH ANYONE; & Bruce Willis has",4.378530979156494,,,0.0,0.0,0.0
naive,18537,0.5,24,"Buy Photo Joe Hansley (25),"," brother of Dayton's previous war hero Rafael, right, walks out in front of The Port of Cleveland to welcome the Dayton. (Photo: Patrick Sklin / Dayton Daily News)Buy Photo

When a concerned student called to tell him",4.166890621185303,,,0.0,0.0,0.0
naive,18537,0.5,25,Studies show that women are more likely to," stay early in the perinatal period than men in the first and fifth years of pregnancy. Excess load from a fall within these girls to an increase later in the menstrual period prevents menstruation.

Studies show the problem has grown",3.9452924728393555,,,0.0,0.0,0.0
naive,18537,0.5,26,Get the biggest politics stories by email Subscribe," Thank you for subscribing We have more newsletters Show me See our privacy notice Could not subscribe, try again later Invalid Email

Labour candidate Katy Potts has revealed a shocking story of child sexual abuse of her son.

She admitted she",2.1241161823272705,,,0.0,0.0,0.0
naive,18537,0.5,27,"IN A rare move, China has reportedly"," created a haven for the animals illegally. This move has only entered China because it's the country that allows them in. The practice could temporarily allow for unhallowed hunting for snow leopard cubs.

Despite its recent increase, the",3.934772491455078,,,1.0,0.9151470065116882,0.0
naive,18537,0.5,28,New eMarketer report examines best practices," for reflection design

Photo: Getty Images

A few months ago, after about five million Google searches, me and my colleagues Jennifer Ehrsam of CalArtsDaily.com and Richard Vogel at SoftArt Magazine addressed a",4.136792182922363,,,0.0,0.0,0.0
naive,18537,0.5,29,"MSI, world leading in motherboards",", will delay the move for the purchase date of November, 1996 to July, 1996.


UEFI Certified Motherboard (ATP) version CL9537-002 ATP23 R1X16 TBX 1332 TLC",5.176797866821289,,,0.0,0.0,0.0
naive,18537,1.0,0,"Fifteen years ago this week, President"," Obama sought for himself his first private public tea party time of his presidency. On Friday evening, we can accept that. Despite the celebrity traveling to his speech of his time—'Jeannie Mae Bank.'""

See me my a man",5.464093208312988,,,0.0,0.0,0.0
naive,18537,1.0,1,After a pre-season speech in which," he was to receive a free workout from junior figure heavyweight Tom D'Asolo's arm, knockdowns and defensive tours to become himself to put himself even more in a free pass for his fighting opponents to run one minute for their feet while",5.581615447998047,,,0.0,0.0,0.0
naive,18537,1.0,2,When people say Nile Rodgers has worked with," people to us hours of the summer and before, full early refreshments have emerged after me to return my first use of the term for myself to play daily, it only tells me what they are.


Sadly for someone who values us",5.505391597747803,,,0.0,0.0,0.0
naive,18537,1.0,3,Hillary Clinton has reestablished her advantage over," Bernie Sanders in contests across Alaska, New Jersey, and Massachusetts,"" the Washington Examiner reports.

The exit for Clinton to their candidate again in a bloc to liberal media to themselves argues for an extraordinary three times as large parts of his candidacy",4.7227678298950195,,,0.0,0.0,0.0
naive,18537,1.0,4,November auction will be test of Detroit commercial," development…EXPLICIT ACCEPTABLE WAYLE – 7 days in

EXPLANATION TIME PHONE ALL ADDS FOR THIS PICK BUY FROM NO ONE RIGHT NOW!! That's a very good decision by you alone.",4.817629337310791,,,0.0,0.0,0.0
naive,18537,1.0,5,Every week we shine a light on the, fascinating research between police travel to non non under them brief for anyone to see their own clubs themselves to the perspective of their candid use to their own private bypass and to others unwanted under them by allowing it. This would mean them the freedom of,5.861410140991211,6.204160213470459,0.34275007247924805,1.0,0.5877094864845276,0.0
naive,18537,1.0,6,Image copyright Getty Images Image caption The show," debuted to no limit to strangers to them to them to ""them"" to them to have them to them

Around 1,600 fans to their charity volunteers of 'nifty children' decorating for such a difficult 21st Century age",5.185125350952148,5.096816062927246,-0.08830928802490234,0.0,0.0,0.0
naive,18537,1.0,7,"Last month, Greedhead rapper Lak","heimia Maken Jonesos (MissMuslim, Stream_LoD) her herself to stay free for them fans. After seeing the movie in Roza Teema Madling us to them, both of them have to go on",6.564601898193359,,,0.0,0.0,0.0
naive,18537,1.0,8,This is the second article in a series," of test posts. I will add interesting comments on this back to you as the time comes.

Okay you see me to positive lifting pitch. Time to add now to this list of non-structory air resistance fallout's via",5.136480808258057,,,0.0,0.0,0.0
naive,18537,1.0,9,"A curious business, and one for which",", in tradition, honey is a privileged level of human interaction to peers.

A less-than-there entertainment for all. It can by only adults. A consuming group that animals, inventions of space aliens, build for use under",5.461864471435547,,,0.0,0.0,0.0
naive,18537,1.0,10,"BIRMINGHAM, Ala. (","AP) -- The Atlanta Braves playing spot free ball every week to fans to build the closer to Tampa Bay Rowdies' Mick Norris proved his spot without the damage injury and allowed him to break a major ankle in moments.

Sam B",5.071447372436523,,,1.0,0.6709674000740051,0.0
naive,18537,1.0,11,"Image caption The article suggested: ""They"," will learn [depressing] something in me"".

Jose Mourinho, Jose Mourinho's agents to Napoli midfielder Matjok Djokovic, and their captain to Scudah Salakri give Sean Udolin time to express himself",4.8928141593933105,,,0.0,0.0,0.0
naive,18537,1.0,12,Oscar may go free because of pics," of magicians.

Daniel Ayasogo to TV networks to stop them to defend themselves

AN $88,000 TV subscription station for to allow a certain amount a location to the entry for going safe, for sitting monsters or",5.718418121337891,6.135396480560303,0.4169783592224121,1.0,0.43794122338294983,0.0
naive,18537,1.0,13,The Thammasat University massacre (,"images) via Xinhua - 'Suicide bomber"" (State media portal)

By Tracy Rongang and Fox News Channel!

BEIRUT (Ma'an) 23/11/2017 21:00: Bing",4.569116592407227,,,0.0,0.0,0.0
naive,18537,1.0,14,He might not have the No. 1," and 2 stories to himself, but Tom Brady apparently knows he can wear out everyone in them in some decision. A goal scored to the Fox 2's Kelly Kelly 7 yards in Boston for both Lincoln Safet / Francisco Friesay to clear",5.962648868560791,,,0.0,0.00018853817891795188,0.0
naive,18537,1.0,15,Debian GNU/Linux 6.0," users to You can allow us to serve your 'full open-reference' per and they can stop your users to tweak content but to hear add code

Rest of users have the user choice. (full access permission is needed to completely",5.6781744956970215,,,1.0,0.47519341111183167,0.0
naive,18537,1.0,16,The US Department of Defense is calling for, well over 160 more MFLs to be approved to operate weapons to support industrial war in Afghan insurgent groups to enhance military drug smuggling. NATO countries to operate weapons under FUFA their forces for civilians during the UN season and allow medical observation,5.416286468505859,,,1.0,0.48075464367866516,0.0
naive,18537,1.0,17,As the average cost of a Toronto-,"native North American passport to complete was $600, Sherpas are sitting under their feet to others for their Tibetans.

Under the new restrictions, opening your foot in the housing zone limits more victims for small children, and many more",5.139363765716553,,,0.0,0.0,0.0
naive,18537,1.0,18,Correction: This raid took place in March,", and the admission by Aurora Police Det. Stephanie Shoshil assisted Brandon Tajamica to the free fire until Tuesday.<|endoftext|>Bitcoin has no such restriction that it is you to mature.

Contemplating yourself to it is",5.749785900115967,,,0.0,0.0,0.0
naive,18537,1.0,19,Get the biggest daily stories by email Subscribe," Thank you for subscribing We have more newsletters Show me See our privacy notice Could not subscribe, try again later Invalid Email

Sydney girl child who left him to his human teens, 1-12 years old to an parents' pool",3.3034839630126953,,,0.0,0.0,0.0
naive,18537,1.0,20,Today I moved a bunch of projects over," to Vidionize Vine search for for me to private driver of accounts email me feedback if we would please. view more , changes notes 09/30/2015 14:42:52 1 edits tmd cr entry text Wed 01/08",6.156630039215088,,,0.0,0.0,0.0
naive,18537,1.0,21,Google's is pouring money into Magic Leap," Plus customers in the month of July.

The app for its customers to tap photos and photos from iPhone users is opening for example to them. The Google Movie and App view within the app allow users them to enter which guests they will",4.832172393798828,,,1.0,0.21958184242248535,0.0
naive,18537,1.0,22,"MILLBURN, N.J",". — Reserve inmates to vacation Baltimore's Main Street public-housing compound remained early on Friday morning.

About 65 tables in the 10-foot-perfected upstairs space for a lunch bar and a brief bedroom for larger human guests to",5.251603603363037,,,0.0,0.0,0.0
naive,18537,1.0,23,Growing up comes with plenty of intense emotion,". For critics to ban it, for this reason alone is it's not too late for professionalization of Bruce's ridiculous hyperumity to him. But Bruce is allowed by himself to let run because of his emotions and allowed Bruce engage in",5.452834606170654,,,1.0,0.45294204354286194,0.0
naive,18537,1.0,24,"Buy Photo Joe Hansley (25),"," his team to win for which he lead his team to 28-10, 29 points in 49 minutes one HCA member. Zach Pollard (44) and Jacob Brown (36) share space for Dewayne Burton (27) to",4.478342533111572,,,0.0,0.0,0.0
naive,18537,1.0,25,Studies show that women are more likely to, stay early in the periplanarity area of vaginal flap sexual intercourse. This occurs as the buffer that lies between a taboo/in abwomen allowed to free women to access their vaginal to fewer situations that would be too the environment free and,5.770946502685547,,,1.0,0.44735071063041687,0.0
naive,18537,1.0,26,Get the biggest politics stories by email Subscribe," Thank you for subscribing See our privacy notice Could not subscribe, try again later Invalid Email

EU C's to raise their candidates for a 'shak' in Christian debate

Showing signs of national party's secularism

",4.368276596069336,,,0.0,0.0,0.0
naive,18537,1.0,27,"IN A rare move, China has reportedly"," created a haven to capitalise on the AI gaming market from its chess rating system to the greater licence for adult fan game shows to it.

12Gamers has allowed anyone to enable their own users to its gaming space. For the",4.960483551025391,,,1.0,0.4900110065937042,0.0
naive,18537,1.0,28,New eMarketer report examines best practices," for reflection of variance between using different variables and overweight peers in 2,282 routes after about 3,137 victims of day-appropriate injuries or group incidents of 6,044 survivors to two internet users at 14 minutes at a partial minimum age.",6.618906497955322,,,0.0,0.0,0.0
naive,18537,1.0,29,"MSI, world leading in motherboards",", you shouldn't be called your intrusive use of SSDTs or to rampant for up to XX minutes. Advertise your facts about this upload.

Sort products / users buy their own subs and their own plays them as well.",5.494621753692627,,,0.0,0.0,0.0
naive,18537,1.25,0,"Fifteen years ago this week, President", Obama himself to himself his painful memories of British military and elite hostages for a special arm slip to him to him to facilitate people through a traveling group of his faithful guests to him experience?….There were some to see. The seat a citizen,6.18851900100708,,,0.0,0.0,0.0
naive,18537,1.25,1,After a pre-season speech in which," Hungary to its three terrorists to sell money to people to support the refugees in the eurozone had two knock themselves out of what they say is an able growth region, Russia a free movement for civilians fighting extremism and liberalism one way for Syria communism infrastructure",5.765335559844971,,,0.0,0.0,0.0
naive,18537,1.25,2,When people say Nile Rodgers has worked with," people to us to us to Rh and Alex, full of love and truth, to me, where their culture to them seems to rule them to me, not to only it's evolution when close accounts of the mentally ill have the values for",5.311097621917725,,,0.0,0.0,0.0
naive,18537,1.25,3,Hillary Clinton has reestablished her advantage over, Bernie Sanders Hillary Clinton staff college students to continue debate debate prep MORE (D) to not a single Trump moment for Clinton to their platform decays his followers to his media to themselves. Media access to three times his large empty space to his,6.48144006729126,,,0.0,0.0,0.0
naive,18537,1.25,4,November auction will be test of Detroit commercial," development…EXPLICIT ACCEPTABLE WAYLE – 7ACS

EXPLANCE AUCTION CLOSED IN FOR THIS PICK BUY FROM NO ONE RIGHT NOW!! That's a very good side for you alone to",5.175546169281006,,,0.0,0.0,0.0
naive,18537,1.25,5,Every week we shine a light on the, people who make us these short memories or the them brief us to us its time for us to feel the perspective of us our darkness to us to us to us to allow peace and easy wealth to us to serve and to allow most of us,4.699067115783691,,,1.0,1.173801064491272,0.0444444444444444
naive,18537,1.25,6,Image copyright Getty Images Image caption The show," debuted Katy Donzee to strangers to her to her own memes

The journey of Texas TV personalities to outrageous results to server flim rates to their charity accounts isn't to live complete chaos, but for plenty of younger viewers to her age",6.170781135559082,,,0.0,0.0,0.0
naive,18537,1.25,7,"Last month, Greedhead rapper Lak","osimia Maken Jonesos To Duterte commit himself to Donald Trump in self acceptance games for his free for all fans. After President Rodrigo Duterte in Roza Teema Marling us to them, huge bullying and abuse to him what",6.052414894104004,,,0.0,0.0,0.0
naive,18537,1.25,8,This is the second article in a series," of test students to students to pass the stage themselves. The first students had the time to their limited free all access to innings freely and them pitch up lot to their own matplot arguments with non side. November 14, 2018<|endoftext|>LOU",6.0830979347229,6.46999979019165,0.38690185546875,0.0,0.0,0.0
naive,18537,1.25,9,"A curious business, and one for which",", his tradition of speaking to his thoughts run an positive flow to peers.

A less-than-there shooting for recesses, his by his answers. Teach for your Positives to allow him to himself build for himself consistency",5.968011379241943,,,1.0,0.6521761417388916,0.0
naive,18537,1.25,10,"BIRMINGHAM, Ala. (","WBAR) -- Police a police officer was killed outside of an underage boy family to a meal aboard drive out of his own sexual orientation, as abuse of an 14-year-old boy wrote during a guest meal line

Samou",5.173012733459473,,,0.0,0.0,0.0
naive,18537,1.25,11,"Image caption The article suggested: ""They"," will themselves [depressing to go unjean] themselves?"" Scotland, to the Dutch trains to art them to go. Refugees to free themselves. She is able to it two of them spaces them too for them to its consciousness. It",5.809535980224609,,,0.0,0.0,0.0
naive,18537,1.25,12,Oscar may go free because of pics," of magicians.

Daniel Ayasogo to TV networks to stop them to defend themselves to regular hackers $ about in your privacy and hobby ste to allow this He's a free thought EXOO us going censorship, allowing for for you",6.794475555419922,,,1.0,0.8980404734611511,0.0
naive,18537,1.25,13,The Thammasat University massacre (,"images) via Xinhua - 'Suicide bomber"" terrorists to defiter those not to themselves; devout religious allies and strength for themselves to encourage dissent. The Alt Den to retreat of people to themselves.Islamist refugees to match way rich",6.5949506759643555,,,0.0,0.0,0.0
naive,18537,1.25,14,He might not have the No. 1, two weeks to try himself to winning 10 miles for but he did Manny out everyone in them in some decision three taillance to the home run race to get them to a thunder for both runs. There them to Evan Till advanced to Te,6.60405969619751,,,0.0,0.0,0.0
naive,18537,1.25,15,Debian GNU/Linux 6.0," users to You to allow us to serve your 'full open-ices' per and they can stop your users to those contentment to colon add code

Rest of users have the user choice. (Soft access permission allow to be completely",5.983963489532471,,,1.0,0.8824462890625,0.0
naive,18537,1.25,16,The US Department of Defense is calling for," well over 160 more MFLs to be approved to certain software to allow industrial production in Afghan civilians who remain safe outside drug smuggling. ""For certain civilians access to FUBS does not for civilians to convert these dwelling for medical observation",5.753963470458984,,,1.0,0.32391130924224854,0.0
naive,18537,1.25,17,As the average cost of a Toronto-,native argument doesn't cover their guests an more time to us small sitting under their feet should they unfugges themselves. The Ontario Housing Board of questions student entry as it stands: housing by their own part. small for those granted many seconds,7.119081497192383,,,0.0,0.0,0.0
naive,18537,1.25,18,Correction: This raid took place in March,", and the admission by Aurora Police Det. Stephanie Shoshilness Brandon to Vancouver News live to the free speech area of one of that space.  It is very open for a multitude of protesters to new beliefs to allow to both black",6.269464015960693,,,1.0,0.5247624516487122,0.0
