arm,feature,c,prompt_idx,prompt,text,logppl,logppl_shuf,prompt_dependence,keyword_hit,sae_act,rep4
naive,24487,0.0,1,After a pre-season speech in which," he commented on the team's performance, David Silva seems to be agreeing with his former coach when he said he is confident in a in-form defenceman.

Silva: my hopes rise as a maul at Barcelona

",3.8323941230773926,4.641595840454102,0.809201717376709,0.0,0.0,0.0
naive,24487,0.0,2,When people say Nile Rodgers has worked with," people, what is he trying to accomplish? It doesn't feel so much like an accent, but rather it feels like a knowledge transfer. Rodgers loves summer notes and goals as much as anyone, and there has to be a bit more something",3.6195735931396484,4.267568588256836,0.6479949951171875,0.0,0.0,0.0
naive,24487,0.0,3,Hillary Clinton has reestablished her advantage over," Bernie Sanders among registered voters across the country. Last week, the Democratic nominee learned from a formal list of delegates that Vermont Sen. Bernie Sanders is by far the frontrunner of the delegate count, but stayed out of the national spotlight. ""This",2.976527214050293,3.416558027267456,0.4400308132171631,0.0,0.0,0.0
naive,24487,0.0,4,November auction will be test of Detroit commercial,"'s framework for new size skyscrapers,"" Billboard, 1/14/15,""ABC Business Bureau)<|endoftext|>Nowadays micro-breweries are essentially independent companies, private accounts, established businesses, which online store the goods coming from their suppliers",4.819289684295654,5.208264350891113,0.388974666595459,0.0,0.0,0.0
naive,24487,0.0,5,Every week we shine a light on the," fascinating short-lived storm that came ashore on the Black Sea in the late 1960s. We discuss what they mean for them, how they define themselves, and how nature adapted itself to them.

With our website free and mobile,",3.331026077270508,3.4717206954956055,0.14069461822509766,0.0,0.0,0.0
naive,24487,0.0,6,Image copyright Getty Images Image caption The show," debuted at Cinque Ciela Theatre in Los Angeles

It started life as a young Madam Bichon, dabbled in a Spanish class but dropped out because she couldn't afford housing, said the screenwriter in",4.129144191741943,4.78633451461792,0.6571903228759766,0.0,0.0,0.0
naive,24487,0.0,7,"Last month, Greedhead rapper Lak","osen released his latest video (no, he won't call it that either) ""Loading... Loading...

Missed the video? Check out our other Spinoff Video WordPress Chat Show!

Comments »<|endoftext|>This page describes",4.005465030670166,4.606319904327393,0.6008548736572266,0.0,0.0,0.0
naive,24487,0.0,8,This is the second article in a series," of the Phillips B-150. The first articles have focused on the B-150's sub-performance aftermarket timing bin. This article builds on the Phillips B-450's performance in an FJ15SR situation, and discusses how",4.066742420196533,4.687235355377197,0.6204929351806641,0.0,0.0,0.0
naive,24487,0.0,9,"A curious business, and one for which",", let's face it, all the top US suppliers of high performance products are already prepping for downturns. In an unsurprising turn of events, Amazon is determined to avoid drawing the same lessons from the Great Recession to its sellers,",3.4766433238983154,3.564847946166992,0.08820462226867676,0.0,0.0,0.0
naive,24487,1.0,0,"Fifteen years ago this week, President"," Scar at in behind on at, at at as in at a before on by in that in at of in to of in at at to of at of the before at of in on, on. on said in: of at in in",4.5071539878845215,4.660782337188721,0.15362834930419922,0.0,0.0,0.0
naive,24487,1.0,1,After a pre-season speech in which," on in at on in or before on as dated in third itself in time of at at when in Galaxy 4At in in a in behind regarding in of before before from 99 he:."", Rahul (Background on at during at in of the",6.446883678436279,6.626434803009033,0.1795511245727539,0.0,0.0,0.0
naive,24487,1.0,2,When people say Nile Rodgers has worked with," at on in from on in before of on in—in of on of at to in from after at at of behind as of as in in that at in of in as ""Pre-17"", at at of at at of in by",5.005120754241943,4.633121490478516,-0.37199926376342773,0.0,0.0,0.0
naive,24487,1.0,3,Hillary Clinton has reestablished her advantage over," on at first on as in in in by when in on from. Sept 11, at with of in on: at in in . May in by on is at of (2 O, in no before, before at, at ""46",5.4559454917907715,5.264503002166748,-0.19144248962402344,0.0,0.0,0.0
naive,24487,1.0,4,November auction will be test of Detroit commercial," on of on date on at first on Friday before at 1, on of dead,"" before at in) in in next month on at in in back at of to-13 on in with at at online at


2, in order",5.467259883880615,5.50775671005249,0.040496826171875,0.0,0.0,0.0
naive,24487,1.0,5,Every week we shine a light on the," much to on of in at on at of earlier on on in, and at on in along on on of at that in for which at on at on at on. courtesy in to of;

With before"", was from by,",5.431656360626221,5.323022842407227,-0.10863351821899414,0.0,0.0,0.0
naive,24487,1.0,6,Image copyright Getty Images Image caption The show," debuted at C in in the Jan to 29 on on in at at at from 120 at in(3,16.) in at on: in

In on in in at at at in: in January at at in on at in",5.033699035644531,5.511589527130127,0.4778904914855957,0.0,0.0,0.02777777777777779
naive,24487,1.0,7,"Last month, Greedhead rapper Lak"," by in for on on on ( via on in..../@ OCH. in the British... August on in at was in to in on in for at with on and on again in ""10 in 10 in March on again... in",5.994941234588623,5.797799587249756,-0.1971416473388672,0.0,0.0,0.0
naive,24487,1.0,8,This is the second article in a series," of the sn but of marks. by Nick on Aug 1, 1997

ON back at on judge after on at on in at on on for, by by - at from in way at on at at on at

16.",5.228890419006348,5.4149956703186035,0.18610525131225586,0.0,0.0,0.0
naive,24487,1.0,9,"A curious business, and one for which",", let in at, on on again in at at of on in to at. According to pre order, in in at in heard from at in on. September 7 at at ^10, at O September 11, June 4 in the",5.375227451324463,5.538818836212158,0.1635913848876953,0.0,0.0,0.0
naive,24487,2.0,0,"Fifteen years ago this week, President"," of at in behind on at, at at as in at in ( on by in on in at at at to of in at at to of at of the before at on in on at on. at in in: of at in in",4.297855854034424,4.543933868408203,0.2460780143737793,0.0,0.0,0.023809523809523836
naive,24487,2.0,1,After a pre-season speech in which," in in at on in of of on at at at since, in at of at at at in at of on at in on in behind at in of before before from in from: of before on at on at during at in at at",4.1045145988464355,4.560367107391357,0.4558525085449219,0.0,0.0,0.0
naive,24487,2.0,2,When people say Nile Rodgers has worked with," at on at in on in before of on at in on of before of at to in on after at at in behind as of as in in that at in on in on "" at in from before at at of at at on in by",4.425594329833984,4.14918851852417,-0.27640581130981445,0.0,0.0,0.0444444444444444
naive,24487,2.0,3,Hillary Clinton has reestablished her advantage over," on at at at as at in in by at in at from. in at in at not at in before at at in in . in on by at is at of ( at that, in of before, before at in at. at",4.442219257354736,4.446826934814453,0.004607677459716797,0.0,0.0,0.0
naive,24487,2.0,4,November auction will be test of Detroit commercial," on of on at on at at on at before at 1. on of on,"" before at in) in in next for on at in in back at of to- in on in with at at on at

 as at at in on",4.913487911224365,5.022928237915039,0.10944032669067383,0.0,0.0,0.025000000000000022
naive,24487,2.0,5,Every week we shine a light on the," around before on on in at on at on for on at in, and at at on for on in, at that at for in at on at on at on before. at to in; on at in before at in from by,",4.254024982452393,4.428952217102051,0.1749272346496582,0.0,0.0,0.09999999999999998
naive,24487,2.0,6,Image copyright Getty Images Image caption The show," of at at in in of in by at at on by at at at from before at in( in of before in in of on that at

 on on in before at in for in at in at at at before in at in",4.699498176574707,4.747533321380615,0.0480351448059082,0.0,0.0,0.0
naive,24487,2.0,7,"Last month, Greedhead rapper Lak", by in for in on on to in on in on on at before as on in at at of at on in at was in at in in in before at with on and on in at on at in on in at on again before in,4.104422092437744,3.9871561527252197,-0.11726593971252441,0.0,0.0,0.022222222222222254
naive,24487,2.0,8,This is the second article in a series, of the in in- of. in in on at at at at to at at back at at on after on at on in at in on for at by in before at on in in at by at at on at at in ( in,4.280706405639648,4.410790920257568,0.13008451461791992,0.0,0.0,0.0
naive,24487,2.0,9,"A curious business, and one for which",", on in at at on on again in at at at on in to at. of upon at on at in in at in at from at in on. before in at at at at
 at at at by by to that in on",4.134671688079834,4.408252716064453,0.27358102798461914,0.0,0.0,0.09523809523809523
cds,24487,0.0,0,"Fifteen years ago this week, President"," Obama began his first day of the presidency by agreeing to reduce a 15 percent tax on the top 20 percent of earners. Back then, the idea of the ""Buffett Rule"" was a radical departure. To limit Wall Street's role in",2.747246026992798,3.2639567852020264,0.5167107582092285,0.0,0.0,0.0
cds,24487,0.0,1,After a pre-season speech in which," he commented on the team's performance, David Silva seems to be agreeing with his former coach when he said he is confident in a in-form defenceman.

Silva: my hopes rise as a maul at Barcelona

",3.8323941230773926,4.641595840454102,0.809201717376709,0.0,0.0,0.0
cds,24487,0.0,2,When people say Nile Rodgers has worked with," people, what is he trying to accomplish? It doesn't feel so much like an accent, but rather it feels like a knowledge transfer. Rodgers loves summer notes and goals as much as anyone, and there has to be a bit more something",3.6195735931396484,4.267568588256836,0.6479949951171875,0.0,0.0,0.0
cds,24487,0.0,3,Hillary Clinton has reestablished her advantage over," Bernie Sanders among registered voters across the country. Last week, the Democratic nominee learned from a formal list of delegates that Vermont Sen. Bernie Sanders is by far the frontrunner of the delegate count, but stayed out of the national spotlight. ""This",2.976527214050293,3.416558027267456,0.4400308132171631,0.0,0.0,0.0
cds,24487,0.0,4,November auction will be test of Detroit commercial,"'s framework for new size skyscrapers,"" Billboard, 1/14/15,""ABC Business Bureau)<|endoftext|>Nowadays micro-breweries are essentially independent companies, private accounts, established businesses, which online store the goods coming from their suppliers",4.819289684295654,5.208264350891113,0.388974666595459,0.0,0.0,0.0
cds,24487,0.0,5,Every week we shine a light on the," fascinating short-lived storm that came ashore on the Black Sea in the late 1960s. We discuss what they mean for them, how they define themselves, and how nature adapted itself to them.

With our website free and mobile,",3.331026077270508,3.4717206954956055,0.14069461822509766,0.0,0.0,0.0
cds,24487,0.0,6,Image copyright Getty Images Image caption The show," debuted at Cinque Ciela Theatre in Los Angeles

It started life as a young Madam Bichon, dabbled in a Spanish class but dropped out because she couldn't afford housing, said the screenwriter in",4.129144191741943,4.78633451461792,0.6571903228759766,0.0,0.0,0.0
cds,24487,0.0,7,"Last month, Greedhead rapper Lak","osen released his latest video (no, he won't call it that either) ""Loading... Loading...

Missed the video? Check out our other Spinoff Video WordPress Chat Show!

Comments »<|endoftext|>This page describes",4.005465030670166,4.606319904327393,0.6008548736572266,0.0,0.0,0.0
cds,24487,0.0,8,This is the second article in a series," of the Phillips B-150. The first articles have focused on the B-150's sub-performance aftermarket timing bin. This article builds on the Phillips B-450's performance in an FJ15SR situation, and discusses how",4.066742420196533,4.687235355377197,0.6204929351806641,0.0,0.0,0.0
cds,24487,0.0,9,"A curious business, and one for which",", let's face it, all the top US suppliers of high performance products are already prepping for downturns. In an unsurprising turn of events, Amazon is determined to avoid drawing the same lessons from the Great Recession to its sellers,",3.4766433238983154,3.564847946166992,0.08820462226867676,0.0,0.0,0.0
cds,24487,1.0,0,"Fifteen years ago this week, President"," of at as in at at, at at as in at in (January 2005 in on in at at at to of Back at at to of at of the before at back in on at on in at said in between of at in in",4.5408935546875,4.5858540534973145,0.04496049880981445,0.0,0.0,0.046511627906976716
cds,24487,1.0,1,After a pre-season speech in which," on in at on in or at on as dated in since, in time of at at when, in of on in in a in behind regarding in of before before from 99 he: of before on at on at during at in of yet",5.122840881347656,5.449287414550781,0.326446533203125,0.0,0.0,0.0
cds,24487,1.0,2,When people say Nile Rodgers has worked with," at on in from on in before in on in

There's no on to in of after on at in behind as at as in in that at in of in as ""Pre-17"", at at of in at of in by",4.908929824829102,4.609086990356445,-0.29984283447265625,0.0,0.0,0.0
cds,24487,1.0,3,Hillary Clinton has reestablished her advantage over," on at at on as on in in by when in on from. Sept 11, at with of in August: at in in .2 in by on is at of (2 O, in no before, before at, at ""46",5.4657745361328125,5.374060153961182,-0.09171438217163086,0.0,0.0,0.0
cds,24487,1.0,4,November auction will be test of Detroit commercial," on of on date on at at on at at at 1.0 on on on before at calendar) in in next month on at in in back at of to- at by in postponed at at online at


2, 2010

",5.196913242340088,5.34296989440918,0.1460566520690918,0.0,0.0,0.0
cds,24487,1.0,5,Every week we shine a light on the," much to on of in at on at of earlier on on in, and at on in along on in, at that of for as of on at on at on. courtesy in to of;

With before at was from by to",5.123578071594238,5.052742958068848,-0.07083511352539062,0.0,0.0,0.0
cds,24487,1.0,6,Image copyright Getty Images Image caption The show," debuted at at in in of in by on at on in (A: from before).

Su to before on in of on: on

In on: in at at at in: in January at towards number in at in",5.013803005218506,5.519121170043945,0.5053181648254395,0.0,0.0,0.0
cds,24487,1.0,7,"Last month, Greedhead rapper Lak", by in on on on of to via on in on on at OCH. on the of of August on stand at was in to in on in for at with on and on again in on at in 10 in March on again at in,5.133315563201904,4.9423394203186035,-0.19097614288330078,0.0,0.0,0.0
cds,24487,1.0,8,This is the second article in a series," of the sn but of marks. by Nick on Aug 1, 1997 on the Dec back at at judge after on at on in at on contributed for at by in - at from in way in due at at on at

I in",5.764766693115234,5.832560062408447,0.06779336929321289,0.0,0.0,0.0
cds,24487,1.0,9,"A curious business, and one for which",", on in at, on on again in at at of on in to at. pre of at last, in in at in heard from at in on. before in at at ^w

R September 11, 1967 4 in,",5.042244911193848,5.159786701202393,0.11754179000854492,0.0,0.0,0.0
cds,24487,2.0,0,"Fifteen years ago this week, President"," of at in behind at at, at at as in at in ( on by in on in at at at to of in at at to of at of the before at at in on at on. at in in: of at in in",4.251367092132568,4.49845552444458,0.24708843231201172,0.0,0.0,0.023809523809523836
cds,24487,2.0,1,After a pre-season speech in which, in in at on in of at on at at at since on at at of at at when in at of on in in on in behind at in of before before from in from: of before on at on at during at in at at,4.087666034698486,4.530881881713867,0.44321584701538086,0.0,0.0,0.0
cds,24487,2.0,2,When people say Nile Rodgers has worked with," at on at in on in before of on at in on of before of at to in on after at at in behind as of as in in that at in on in on "" at in from before at at of at at on in by",4.425594329833984,4.14918851852417,-0.27640581130981445,0.0,0.0,0.0444444444444444
cds,24487,2.0,3,Hillary Clinton has reestablished her advantage over," on at at at as at in in by at in at from. in at in at with at in before at at in in . in on by at is at of ( at that, in of before, before at in at. at",4.4091315269470215,4.404160976409912,-0.004970550537109375,0.0,0.0,0.0
cds,24487,2.0,4,November auction will be test of Detroit commercial," on of on at on at at on at before at 1 in on of on on before at in) in in next for on at in in back at of to- in on in with at at on in

 as at at in on",4.723922252655029,4.869059085845947,0.14513683319091797,0.0,0.0,0.0
cds,24487,2.0,5,Every week we shine a light on the," around before on on in at on at on for on at in, and at at on for on in, at that in for by of on at on at on before. at to in; on at in before at was in by,",4.406570911407471,4.517422676086426,0.11085176467895508,0.0,0.0,0.050000000000000044
cds,24487,2.0,6,Image copyright Getty Images Image caption The show," of at at in in of in by at at on by at at at from before at in( in at before in in of on that at

 on on in before at at in in at in at at at before in at in",4.6477179527282715,4.701716423034668,0.053998470306396484,0.0,0.0,0.023809523809523836
cds,24487,2.0,7,"Last month, Greedhead rapper Lak", by in on in on of to in on in on on at before as on in at at of at on in at was in at in in in before at with on and on in at on at in on in at on at at in,3.9849748611450195,3.8873770236968994,-0.09759783744812012,0.0,0.0,0.06666666666666665
cds,24487,2.0,8,This is the second article in a series, of the in in- of. in in on at at at at to at at back at at on after in at on in at in on for at by in before at on in in at by at at on at at in on in,4.070512771606445,4.17629861831665,0.10578584671020508,0.0,0.0,0.0
cds,24487,2.0,9,"A curious business, and one for which",", on in at at on on again in at at at on in to at. of upon at on at in in at in at from at in on. before in at at at at
 at at at by by to that in on",4.134671688079834,4.408252716064453,0.27358102798461914,0.0,0.0,0.09523809523809523
mts,24487,0.0,0,"Fifteen years ago this week, President"," Obama began his first day of the presidency by agreeing to reduce a 15 percent tax on the top 20 percent of earners. Back then, the idea of the ""Buffett Rule"" was a radical departure. To limit Wall Street's role in",2.747246026992798,3.2639567852020264,0.5167107582092285,0.0,0.0,0.0
mts,24487,0.0,1,After a pre-season speech in which," he commented on the team's performance, David Silva seems to be agreeing with his former coach when he said he is confident in a in-form defenceman.

Silva: my hopes rise as a maul at Barcelona

",3.8323941230773926,4.641595840454102,0.809201717376709,0.0,0.0,0.0
mts,24487,0.0,2,When people say Nile Rodgers has worked with," people, what is he trying to accomplish? It doesn't feel so much like an accent, but rather it feels like a knowledge transfer. Rodgers loves summer notes and goals as much as anyone, and there has to be a bit more something",3.6195735931396484,4.267568588256836,0.6479949951171875,0.0,0.0,0.0
mts,24487,0.0,3,Hillary Clinton has reestablished her advantage over," Bernie Sanders among registered voters across the country. Last week, the Democratic nominee learned from a formal list of delegates that Vermont Sen. Bernie Sanders is by far the frontrunner of the delegate count, but stayed out of the national spotlight. ""This",2.976527214050293,3.416558027267456,0.4400308132171631,0.0,0.0,0.0
mts,24487,0.0,4,November auction will be test of Detroit commercial,"'s framework for new size skyscrapers,"" Billboard, 1/14/15,""ABC Business Bureau)<|endoftext|>Nowadays micro-breweries are essentially independent companies, private accounts, established businesses, which online store the goods coming from their suppliers",4.819289684295654,5.208264350891113,0.388974666595459,0.0,0.0,0.0
mts,24487,0.0,5,Every week we shine a light on the," fascinating short-lived storm that came ashore on the Black Sea in the late 1960s. We discuss what they mean for them, how they define themselves, and how nature adapted itself to them.

With our website free and mobile,",3.331026077270508,3.4717206954956055,0.14069461822509766,0.0,0.0,0.0
mts,24487,0.0,6,Image copyright Getty Images Image caption The show," debuted at Cinque Ciela Theatre in Los Angeles

It started life as a young Madam Bichon, dabbled in a Spanish class but dropped out because she couldn't afford housing, said the screenwriter in",4.129144191741943,4.78633451461792,0.6571903228759766,0.0,0.0,0.0
mts,24487,0.0,7,"Last month, Greedhead rapper Lak","osen released his latest video (no, he won't call it that either) ""Loading... Loading...

Missed the video? Check out our other Spinoff Video WordPress Chat Show!

Comments »<|endoftext|>This page describes",4.005465030670166,4.606319904327393,0.6008548736572266,0.0,0.0,0.0
mts,24487,0.0,8,This is the second article in a series," of the Phillips B-150. The first articles have focused on the B-150's sub-performance aftermarket timing bin. This article builds on the Phillips B-450's performance in an FJ15SR situation, and discusses how",4.066742420196533,4.687235355377197,0.6204929351806641,0.0,0.0,0.0
mts,24487,0.0,9,"A curious business, and one for which",", let's face it, all the top US suppliers of high performance products are already prepping for downturns. In an unsurprising turn of events, Amazon is determined to avoid drawing the same lessons from the Great Recession to its sellers,",3.4766433238983154,3.564847946166992,0.08820462226867676,0.0,0.0,0.0
mts,24487,1.0,0,"Fifteen years ago this week, President"," of at in,.., that, as in -- that for, by in, in at of in to of in, with to of at of, that at in to of, on.. with to: of with to in",4.405039310455322,4.531684875488281,0.12664556503295898,0.0,0.0,0.0
mts,24487,1.0,1,After a pre-season speech in which," in in at on in or or for of in during prior, in and, at with when, to of on in in to in behind and in of for to to to from: of and on, on, during at in of that",4.546385288238525,4.905928134918213,0.3595428466796875,0.0,0.0,0.0
mts,24487,1.0,2,When people say Nile Rodgers has worked with," at, in, and to in of of in, for of in of and to in of after, in of in, of as in in that at with, in as in, over from to, and to in to, in by",3.857248544692993,3.645387887954712,-0.21186065673828125,0.0,0.0,0.02777777777777779
mts,24487,1.0,3,Hillary Clinton has reestablished her advantage over," in at in to as in in in by when in. from. in in, at to. in. that at in. with to in by during of at of ( at that, in of (, before,, to. in",4.777238368988037,4.716323375701904,-0.06091499328613281,0.0,0.0,0.0
mts,24487,1.0,4,November auction will be test of Detroit commercial," on of on to from with to in, in, in, in of in,"" before at for in. in next for. and in. in, of to to in, in with, for online to in as., in,",4.237502574920654,4.5033721923828125,0.2658696174621582,0.0,0.0,0.0
mts,24487,1.0,5,Every week we shine a light on the," to to and on in in of at in for on, in, and of in in for on., in that and for with of from at in and in.. in to of in. and. in and in from to,",4.309387683868408,4.40322732925415,0.09383964538574219,0.0,0.0,0.0
